Date and Time,Wind Speed (m/s),Wind Dir (Deg),precipitation,water_temp,ph,turbidity,tds,Chl(ug/l),tss,BGA (mg/L),do,salinity,Rel.Hum (%),air_temp,Year,Month
2022-01-01 08:40:00,9.44,68.0,0.16,26.84,8.44,13.28,27.26,1.15,0.0,3.08,5.57,26.86,85.0,27.2,2022,1
2022-01-01 08:50:00,7.07,118.0,0.16,26.83,8.44,13.01,27.15,1.2,0.0,3.2,5.56,26.74,86.0,27.2,2022,1
2022-01-01 09:00:00,9.36,75.0,0.16,26.83,8.44,14.32,27.14,1.19,0.0,3.24,5.61,26.72,87.0,27.2,2022,1
2022-01-01 09:10:00,6.55,69.0,0.16,26.83,8.44,12.94,27.16,1.11,0.0,3.15,5.66,26.75,87.0,27.1,2022,1
2022-01-01 09:20:00,8.27,34.0,0.16,26.82,8.44,13.54,27.14,1.38,0.0,3.5,5.67,26.73,88.0,27.3,2022,1
2022-01-01 09:30:00,9.88,81.0,0.16,26.83,8.44,12.68,27.06,1.06,0.0,3.15,5.66,26.64,86.0,27.3,2022,1
2022-01-01 09:40:00,9.12,52.0,0.16,26.81,8.44,12.96,27.01,1.27,0.0,3.72,5.64,26.59,87.0,27.2,2022,1
2022-01-01 09:50:00,7.1,56.0,0.16,26.82,8.44,12.01,27.0,1.16,0.0,3.32,5.6,26.58,89.0,27.2,2022,1
2022-01-01 10:00:00,8.06,82.0,0.16,26.83,8.44,17.34,27.1,1.07,0.0,3.36,5.6,26.69,88.0,27.2,2022,1
2022-01-01 10:10:00,7.46,74.0,0.16,26.82,8.44,13.32,26.95,1.22,0.0,3.28,5.58,26.52,86.0,27.1,2022,1
2022-01-01 10:20:00,6.91,60.0,0.16,26.82,8.44,13.12,26.97,1.23,0.0,3.56,5.55,26.54,87.0,27.3,2022,1
2022-01-01 10:30:00,9.32,53.0,0.16,26.82,8.44,17.34,27.0,1.07,0.0,2.9,5.54,26.57,88.0,27.1,2022,1
2022-01-01 10:40:00,9.27,25.0,0.16,26.83,8.45,16.52,26.99,1.14,0.0,3.01,5.55,26.56,88.0,27.1,2022,1
2022-01-01 10:50:00,7.6,44.0,0.16,26.85,8.44,11.75,26.97,1.21,0.0,3.09,5.55,26.54,89.0,27.0,2022,1
2022-01-01 11:00:00,7.79,63.0,0.16,26.84,8.43,12.05,26.8,1.24,0.0,3.5,5.57,26.35,88.0,27.0,2022,1
2022-01-01 11:10:00,8.23,53.0,0.16,26.86,8.44,11.92,26.8,1.16,0.0,3.82,5.55,26.35,89.0,27.0,2022,1
2022-01-01 11:20:00,6.3,42.0,0.16,26.88,8.44,11.85,26.8,1.26,0.0,3.44,5.51,26.35,90.0,27.2,2022,1
2022-01-01 11:30:00,9.0,37.0,0.16,26.9,8.44,14.36,26.83,1.27,0.0,2.84,5.49,26.39,90.0,27.1,2022,1
2022-01-01 11:40:00,6.71,61.0,0.16,26.91,8.44,19.57,26.85,1.3,0.0,3.2,5.48,26.41,89.0,27.2,2022,1
2022-01-01 11:50:00,7.33,319.0,0.16,26.91,8.44,12.26,26.93,1.21,0.0,3.12,5.52,26.5,89.0,27.1,2022,1
2022-01-01 12:00:00,8.15,69.0,0.16,26.89,8.43,11.8,26.88,1.35,0.0,3.66,5.51,26.45,89.0,27.1,2022,1
2022-01-01 12:10:00,9.75,32.0,0.16,26.91,8.43,11.66,26.84,1.11,0.0,3.12,5.46,26.4,90.0,27.2,2022,1
2022-01-01 12:20:00,13.71,80.0,0.96,26.89,8.43,11.59,26.83,1.39,0.0,3.98,5.51,26.38,93.0,25.8,2022,1
2022-01-01 12:30:00,10.29,197.0,2.56,26.88,8.43,11.92,26.89,1.33,0.0,3.67,5.55,26.45,94.0,25.3,2022,1
2022-01-01 12:40:00,8.11,174.0,3.44,26.9,8.43,11.73,26.93,1.3,0.0,3.5,5.54,26.5,93.0,26.1,2022,1
2022-01-01 12:50:00,10.25,199.0,3.6,26.92,8.43,11.31,26.86,1.35,0.0,3.62,5.53,26.41,91.0,26.6,2022,1
2022-01-01 13:00:00,8.71,244.0,3.6,26.89,8.43,11.28,26.76,1.33,0.0,3.73,5.57,26.31,89.0,26.9,2022,1
2022-01-01 13:10:00,7.14,261.0,3.6,26.88,8.43,11.34,26.81,1.31,0.0,3.55,5.55,26.36,89.0,27.1,2022,1
2022-01-01 13:20:00,7.7,262.0,3.6,26.88,8.43,10.99,26.69,1.33,0.0,3.47,5.57,26.23,89.0,27.2,2022,1
2022-01-01 13:30:00,9.53,242.0,3.6,26.89,8.43,11.07,26.82,1.24,0.0,3.43,5.53,26.38,89.0,27.1,2022,1
2022-01-01 13:40:00,9.48,200.0,3.6,26.89,8.43,11.47,26.85,1.16,0.0,3.61,5.55,26.41,89.0,27.2,2022,1
2022-01-01 13:50:00,7.38,220.0,3.6,26.87,8.42,11.26,26.78,1.2,0.0,3.34,5.59,26.34,89.0,27.3,2022,1
2022-01-01 14:00:00,10.21,255.0,3.6,26.88,8.42,11.34,26.76,1.24,0.0,3.51,5.59,26.31,88.0,27.1,2022,1
2022-01-01 14:10:00,9.18,254.0,3.6,26.91,8.42,11.27,26.84,1.21,0.0,3.36,5.58,26.39,89.0,27.3,2022,1
2022-01-01 14:20:00,8.75,235.0,3.6,26.93,8.42,15.14,26.83,1.07,0.0,3.29,5.58,26.38,87.0,27.3,2022,1
2022-01-01 14:30:00,6.97,232.0,3.6,26.92,8.42,11.17,26.82,1.38,0.0,3.87,5.61,26.37,88.0,27.2,2022,1
2022-01-01 14:40:00,6.38,248.0,3.6,26.92,8.42,17.91,26.82,1.32,0.0,3.92,5.56,26.38,88.0,27.2,2022,1
2022-01-01 14:50:00,8.43,253.0,3.6,26.92,8.42,13.45,26.83,1.19,0.0,3.49,5.57,26.38,87.0,27.2,2022,1
2022-01-01 15:00:00,8.3,241.0,3.6,26.93,8.42,12.94,26.75,1.13,0.0,3.7,5.64,26.3,88.0,27.3,2022,1
2022-01-01 15:10:00,7.16,231.0,3.6,26.93,8.42,23.77,26.85,1.36,0.0,3.91,5.6,26.41,87.0,27.1,2022,1
2022-01-01 15:20:00,8.47,225.0,3.6,26.99,8.42,11.72,26.6,1.51,0.0,4.78,5.58,26.13,85.0,27.2,2022,1
2022-01-01 15:30:00,9.5,249.0,3.6,26.98,8.42,11.98,26.65,1.28,0.0,4.24,5.58,26.19,87.0,27.4,2022,1
2022-01-01 15:40:00,8.85,231.0,3.6,26.98,8.43,10.37,26.73,1.28,0.0,3.69,5.61,26.27,88.0,27.2,2022,1
2022-01-01 15:50:00,9.6,244.0,3.6,26.98,8.42,10.47,26.7,1.29,0.0,4.07,5.64,26.24,88.0,27.2,2022,1
2022-01-01 16:00:00,5.75,258.0,3.6,26.96,8.42,9.96,26.76,1.35,0.0,3.87,5.6,26.31,87.0,27.0,2022,1
2022-01-01 16:10:00,8.75,245.0,3.6,26.93,8.42,10.19,26.72,1.28,0.0,3.61,5.6,26.27,88.0,27.1,2022,1
2022-01-01 16:20:00,9.12,275.0,3.6,26.94,8.42,10.19,26.8,1.36,0.0,3.84,5.61,26.35,87.0,27.1,2022,1
2022-01-01 16:30:00,7.62,222.0,3.6,26.91,8.43,9.98,26.71,1.56,0.0,3.93,5.68,26.25,87.0,27.1,2022,1
2022-01-01 16:40:00,8.21,284.0,3.68,26.91,8.42,9.7,26.7,1.46,0.0,3.84,5.64,26.24,87.0,27.2,2022,1
2022-01-01 16:50:00,9.85,255.0,4.48,26.9,8.41,10.02,26.84,1.33,0.0,3.81,5.65,26.39,86.0,27.1,2022,1
2022-01-01 17:00:00,8.32,228.0,5.68,26.88,8.42,9.94,26.94,1.28,0.0,3.58,5.69,26.51,87.0,27.1,2022,1
2022-01-01 17:10:00,9.9,237.0,5.92,26.86,8.42,10.19,26.88,1.25,0.0,3.39,5.68,26.44,85.0,27.1,2022,1
2022-01-01 17:20:00,6.19,256.0,5.92,26.85,8.42,10.02,26.89,1.22,0.0,3.44,5.69,26.46,88.0,27.2,2022,1
2022-01-01 17:30:00,7.95,270.0,5.92,26.84,8.42,10.46,26.92,1.19,0.0,3.41,5.67,26.49,87.0,27.1,2022,1
2022-01-01 17:40:00,7.4,210.0,5.92,26.83,8.42,10.1,26.92,1.15,0.0,3.51,5.7,26.49,86.0,27.1,2022,1
2022-01-01 17:50:00,8.84,266.0,5.92,26.83,8.43,11.17,26.89,1.13,0.0,3.46,5.64,26.46,87.0,27.2,2022,1
2022-01-01 18:00:00,8.28,235.0,5.92,26.82,8.42,11.12,26.9,1.3,0.0,3.58,5.69,26.46,87.0,27.0,2022,1
2022-01-01 18:10:00,7.99,196.0,5.92,26.82,8.42,11.03,26.92,1.25,0.0,3.36,5.68,26.49,87.0,27.1,2022,1
2022-01-01 18:20:00,6.98,250.0,5.92,26.81,8.42,11.19,26.93,1.35,0.0,3.46,5.67,26.5,86.0,27.1,2022,1
2022-01-01 18:30:00,8.43,237.0,5.92,26.82,8.42,11.3,26.87,1.29,0.0,3.51,5.65,26.43,84.0,27.1,2022,1
2022-01-01 18:40:00,7.98,246.0,5.92,26.83,8.42,11.6,26.87,1.26,0.0,3.58,5.68,26.43,86.0,27.1,2022,1
2022-01-01 18:50:00,8.72,252.0,5.92,26.83,8.42,11.33,26.81,1.3,0.0,3.63,5.62,26.36,86.0,27.1,2022,1
2022-01-01 19:00:00,8.65,269.0,5.92,26.85,8.42,11.35,26.7,1.48,0.0,4.21,5.61,26.24,87.0,27.2,2022,1
2022-01-01 19:10:00,7.76,253.0,5.92,26.87,8.42,12.16,26.69,1.55,0.0,3.8,5.6,26.24,87.0,27.2,2022,1
2022-01-01 19:20:00,6.89,253.0,5.92,26.87,8.42,11.79,26.71,1.36,0.0,3.73,5.58,26.26,87.0,27.0,2022,1
2022-01-01 19:30:00,9.2,252.0,5.92,26.84,8.43,12.23,26.69,1.3,0.0,3.89,5.59,26.23,87.0,27.1,2022,1
2022-01-01 19:40:00,9.42,257.0,5.92,26.85,8.43,12.17,26.66,1.41,0.0,3.91,5.58,26.2,86.0,26.9,2022,1
2022-01-01 19:50:00,8.34,242.0,5.92,26.86,8.42,12.17,26.75,1.3,0.0,3.72,5.6,26.3,88.0,27.2,2022,1
2022-01-01 20:00:00,7.19,217.0,5.92,26.85,8.42,12.22,26.76,1.33,0.0,3.79,5.64,26.31,87.0,27.1,2022,1
2022-01-01 20:10:00,9.36,256.0,5.92,26.85,8.43,11.91,26.68,1.26,0.0,3.5,5.57,26.23,87.0,27.1,2022,1
2022-01-01 20:20:00,8.72,277.0,5.92,26.85,8.42,12.5,26.74,1.3,0.0,3.66,5.58,26.29,87.0,27.0,2022,1
2022-01-01 20:30:00,6.32,246.0,5.92,26.84,8.42,12.17,26.67,1.25,0.0,3.64,5.54,26.22,88.0,27.3,2022,1
2022-01-01 20:40:00,6.82,233.0,5.92,26.85,8.43,11.97,26.68,1.43,0.0,3.87,5.59,26.23,87.0,27.2,2022,1
2022-01-01 20:50:00,6.71,267.0,5.92,26.85,8.42,12.45,26.73,1.29,0.0,3.42,5.52,26.28,87.0,27.3,2022,1
2022-01-01 21:00:00,8.26,267.0,5.92,26.85,8.42,12.09,26.62,1.36,0.0,3.68,5.54,26.16,87.0,27.0,2022,1
2022-01-01 21:10:00,7.3,238.0,5.92,26.85,8.43,12.17,26.66,1.31,0.0,3.51,5.6,26.21,87.0,27.1,2022,1
2022-01-01 21:20:00,7.55,276.0,5.92,26.84,8.43,12.4,26.57,1.38,0.0,3.86,5.59,26.11,87.0,27.2,2022,1
2022-01-01 21:30:00,6.17,265.0,5.92,26.84,8.42,12.33,26.56,1.31,0.0,3.85,5.55,26.09,87.0,27.1,2022,1
2022-01-01 21:40:00,7.97,264.0,5.92,26.84,8.43,12.3,26.64,1.3,0.0,3.57,5.6,26.18,86.0,27.0,2022,1
2022-01-01 21:50:00,6.89,243.0,5.92,26.83,8.43,12.25,26.6,1.31,0.0,3.48,5.57,26.13,86.0,27.0,2022,1
2022-01-01 22:00:00,6.68,265.0,5.92,26.84,8.43,11.77,26.53,1.35,0.0,3.66,5.58,26.06,86.0,27.1,2022,1
2022-01-01 22:10:00,7.99,240.0,5.92,26.83,8.42,11.78,26.52,1.31,0.0,3.58,5.61,26.05,86.0,27.1,2022,1
2022-01-01 22:20:00,7.16,228.0,5.92,26.83,8.43,11.48,26.52,1.29,0.0,3.55,5.55,26.04,86.0,27.2,2022,1
2022-01-01 22:30:00,6.97,257.0,5.92,26.82,8.42,11.84,26.52,1.34,0.0,3.64,5.49,26.05,87.0,27.1,2022,1
2022-01-01 22:40:00,7.18,243.0,5.92,26.83,8.42,11.7,26.59,1.38,0.0,3.51,5.55,26.12,86.0,26.9,2022,1
2022-01-01 22:50:00,9.02,254.0,5.92,26.83,8.43,11.9,26.49,1.3,0.0,3.7,5.53,26.02,86.0,27.0,2022,1
2022-01-01 23:00:00,7.35,237.0,5.92,26.82,8.43,11.69,26.39,1.34,0.0,3.76,5.48,25.91,87.0,27.0,2022,1
2022-01-01 23:10:00,8.18,248.0,5.92,26.82,8.43,10.75,26.4,1.3,0.0,3.66,5.49,25.91,87.0,26.9,2022,1
2022-01-01 23:20:00,8.22,241.0,5.92,26.82,8.43,11.12,26.33,1.47,0.0,3.87,5.52,25.85,86.0,26.8,2022,1
2022-01-01 23:30:00,7.99,254.0,5.92,26.81,8.43,11.3,26.36,1.3,0.0,3.7,5.53,25.87,86.0,26.8,2022,1
2022-01-01 23:40:00,8.59,249.0,5.92,26.8,8.43,10.67,26.31,1.29,0.0,3.71,5.52,25.82,86.0,26.9,2022,1
2022-01-01 23:50:00,7.67,242.0,5.92,26.8,8.43,10.97,26.47,1.3,0.0,3.63,5.53,25.99,87.0,26.9,2022,1
2022-01-02 00:00:00,7.85,256.0,5.92,26.79,8.43,12.18,26.36,1.21,0.0,3.81,5.53,25.88,86.0,26.9,2022,1
2022-01-02 00:10:00,7.61,237.0,5.92,26.8,8.43,11.19,26.44,1.41,0.0,3.6,5.54,25.96,87.0,26.7,2022,1
2022-01-02 00:20:00,5.96,251.0,5.92,26.8,8.43,11.37,26.43,1.21,0.0,3.66,5.55,25.95,86.0,26.9,2022,1
2022-01-02 00:30:00,7.26,249.0,5.92,26.8,8.42,11.33,26.52,1.31,0.0,3.67,5.59,26.05,86.0,26.8,2022,1
2022-01-02 00:40:00,5.76,260.0,5.92,26.79,8.43,11.51,26.57,1.21,0.0,3.4,5.58,26.1,88.0,26.9,2022,1
2022-01-02 00:50:00,7.86,248.0,5.92,26.79,8.43,12.12,26.54,1.15,0.0,3.66,5.58,26.07,87.0,26.7,2022,1
2022-01-02 01:00:00,7.16,232.0,5.92,26.79,8.43,10.99,26.6,1.27,0.0,3.39,5.59,26.14,87.0,26.7,2022,1
2022-01-02 01:10:00,7.21,242.0,5.92,26.78,8.43,11.19,26.57,1.27,0.0,3.5,5.58,26.1,87.0,26.7,2022,1
2022-01-02 01:20:00,6.99,236.0,5.92,26.79,8.42,11.57,26.72,1.24,0.0,3.53,5.6,26.27,87.0,26.7,2022,1
2022-01-02 01:30:00,5.89,250.0,5.92,26.77,8.43,11.47,26.56,1.25,0.0,3.53,5.57,26.09,87.0,26.8,2022,1
2022-01-02 01:40:00,7.42,219.0,5.92,26.78,8.43,11.0,26.64,1.15,0.0,3.14,5.6,26.18,87.0,26.8,2022,1
2022-01-02 01:50:00,6.65,272.0,5.92,26.78,8.43,11.4,26.65,1.24,0.0,3.24,5.58,26.19,87.0,26.8,2022,1
2022-01-02 02:00:00,5.55,270.0,5.92,26.78,8.43,10.93,26.58,1.29,0.0,3.34,5.54,26.12,88.0,26.8,2022,1
2022-01-02 02:10:00,8.08,250.0,5.92,26.78,8.43,11.68,26.71,1.15,0.0,3.17,5.6,26.26,86.0,26.7,2022,1
2022-01-02 02:20:00,7.23,232.0,5.92,26.77,8.43,11.37,26.66,1.17,0.0,2.99,5.57,26.2,86.0,26.7,2022,1
2022-01-02 02:30:00,5.47,253.0,5.92,26.77,8.43,10.57,26.65,1.28,0.0,3.27,5.58,26.19,87.0,26.8,2022,1
2022-01-02 02:40:00,5.29,256.0,5.92,26.78,8.43,10.61,26.73,1.21,0.0,3.33,5.58,26.28,87.0,26.7,2022,1
2022-01-02 02:50:00,6.68,243.0,5.92,26.75,8.43,10.1,26.63,1.21,0.0,3.24,5.6,26.17,87.0,26.9,2022,1
2022-01-02 03:00:00,6.21,223.0,5.92,26.76,8.43,10.43,26.68,1.27,0.0,3.34,5.58,26.22,86.0,26.7,2022,1
2022-01-02 03:10:00,6.23,253.0,5.92,26.77,8.43,10.63,26.76,1.22,0.0,3.1,5.56,26.32,87.0,26.6,2022,1
2022-01-02 03:20:00,4.52,234.0,5.92,26.78,8.43,10.33,26.7,1.2,0.0,3.32,5.56,26.24,87.0,26.6,2022,1
2022-01-02 03:30:00,6.04,257.0,5.92,26.77,8.43,11.14,26.69,1.17,0.0,3.55,5.58,26.24,87.0,26.7,2022,1
2022-01-02 03:40:00,5.98,242.0,5.92,26.77,8.43,10.2,26.75,1.17,0.0,3.1,5.57,26.31,87.0,26.7,2022,1
2022-01-02 03:50:00,7.16,235.0,5.92,26.77,8.43,10.26,26.77,1.23,0.0,3.22,5.59,26.32,87.0,26.5,2022,1
2022-01-02 04:00:00,5.65,234.0,5.92,26.77,8.43,11.07,26.7,1.19,0.0,3.16,5.56,26.25,87.0,26.7,2022,1
2022-01-02 04:10:00,7.6,255.0,5.92,26.76,8.43,11.52,26.63,1.24,0.0,3.37,5.56,26.17,86.0,26.5,2022,1
2022-01-02 04:20:00,6.28,252.0,5.92,26.76,8.42,10.65,26.69,1.25,0.0,3.12,5.56,26.24,87.0,26.7,2022,1
2022-01-02 04:30:00,6.07,222.0,5.92,26.76,8.43,11.08,26.68,1.22,0.0,3.38,5.54,26.23,86.0,26.6,2022,1
2022-01-02 04:40:00,5.22,234.0,5.92,26.76,8.42,10.84,26.72,1.23,0.0,2.93,5.59,26.27,87.0,26.6,2022,1
2022-01-02 04:50:00,6.76,267.0,5.92,26.78,8.43,10.63,26.8,1.23,0.0,3.06,5.56,26.36,87.0,26.8,2022,1
2022-01-02 05:00:00,6.25,251.0,5.92,26.77,8.42,11.04,26.76,1.14,0.0,3.42,5.57,26.32,85.0,26.4,2022,1
2022-01-02 05:10:00,6.1,98.0,5.92,26.77,8.42,10.28,26.79,1.17,0.0,3.2,5.54,26.35,86.0,26.6,2022,1
2022-01-02 05:20:00,6.95,224.0,5.92,26.76,8.42,10.76,26.81,1.2,0.0,3.23,5.55,26.37,86.0,26.7,2022,1
2022-01-02 05:30:00,6.69,204.0,5.92,26.76,8.43,10.9,26.75,1.17,0.0,3.25,5.53,26.3,86.0,26.6,2022,1
2022-01-02 05:40:00,5.48,248.0,5.92,26.77,8.43,10.46,26.8,1.16,0.0,3.14,5.51,26.36,87.0,26.6,2022,1
2022-01-02 05:50:00,7.17,181.0,0.0,26.76,8.43,11.0,26.78,1.47,0.0,3.39,5.54,26.34,87.0,26.7,2022,1
2022-01-02 06:00:00,7.49,230.0,0.0,26.78,8.43,10.42,26.83,1.16,0.0,3.19,5.5,26.39,86.0,26.6,2022,1
2022-01-02 06:10:00,6.45,205.0,0.0,26.76,8.43,11.24,26.81,1.02,0.0,2.92,5.48,26.37,86.0,26.8,2022,1
2022-01-02 06:20:00,6.8,209.0,0.0,26.76,8.43,10.7,26.83,1.17,0.0,3.0,5.51,26.39,86.0,26.6,2022,1
2022-01-02 06:30:00,7.88,220.0,0.0,26.75,8.43,10.58,26.8,1.25,0.0,3.16,5.53,26.35,86.0,26.8,2022,1
2022-01-02 06:40:00,8.46,208.0,0.0,26.75,8.42,10.66,26.8,1.22,0.0,3.1,5.53,26.36,85.0,26.5,2022,1
2022-01-02 06:50:00,6.61,172.0,0.0,26.76,8.43,11.15,26.81,1.14,0.0,3.25,5.56,26.37,87.0,26.7,2022,1
